id,timestamp,description,severity
150523,1152783482,Invalid marking of changed and saved form editor,critical
151252,1153385936,Workbench operations - cut/copy/paste/undo/redo not working,critical
150994,1153227432,Eclipse Update Site Manager Leaks File Handles,blocker
151838,1153895506,"Bug #128644 - It's still there, sorry.",major
150482,1152756772,WST Common UI Properties framework,critical
152035,1154000679,Menu items do not appear for IFile resources when -nl iw is used,critical
152035,1154077725,[BiDi] Menu items do not appear for IFile resources when -nl iw is used,major
153888,1155622222,Marker views update on each resource delta (was: Problems view flashes when launching anything),major
154271,1155816812,Spinner does not have accessible name,critical
154364,1155930798,[CommonNavigator] Infinite loop in Navigator using Calisto,major
153648,1155306147,InvalidThreadAccess exception from Jface ProgressMonitorDialog,blocker
154465,1156056623,[JFace] CheckboxTableViewer only fires CheckStateChangedEvent by user interaction,major
153463,1155205132,Referenced Projects box in New Project wizard uses wrong sort,trivial
154727,1156249136,Contexts for key bindings do not work,critical
155060,1156413944,Sort extensions with selection causes details to become out of sync,minor
155097,1156425520,INavigatorFiterService API: to be add getViewerFilter(ICommonFilterDescriptor),critical
155101,1156426150,IWorkspaceRoot.findFilesForLocation fails when using linked resources on Windows,critical
153609,1155294755,Files for Solaris-Motif Platform?,major
155371,1156737867,NavigatorContentDescriptorManager.findDescriptorsForPossibleChild() is very slow,critical
154184,1155779545,Eclipse Crash in remote debugger mode,blocker
155575,1156857295,[Viewers] IllegalArgumentException while viewing preference page,critical
154943,1156347715,JavaScript error with generated content from GWT,critical
156056,1157268828,Exception when entering Java->Editor->Content Assist->Advanced preferences,major
153025,1154985125,Increasingly poor performance adding Annotations to text,major
156507,1157613359,FormEditor#setActive page results might result in signaling this page as inactive,critical
152052,1154007532,"[CommonNavigator, Saveables] Common Navigator's saveables framework does not work in Java projects",major
156562,1157629087,org.eclipse.jface.text.rules.RuleBasedPartitionScanner Documentation error,minor
156562,1157677160,[doc] org.eclipse.jface.text.rules.RuleBasedPartitionScanner Documentation error,trivial
157044,1158051316,Wizard content area disabled after going back,major
157620,1158554168,"Unable to open existing Perl files (*.pl) with the editor, but can create new Perl files ok.",blocker
157696,1158590918,Unable to load org.apache.tools.ant.taskdefs.optional.ssh.SSHExec in the org.apache.ant plugin in an RCP application,blocker
157980,1158736288,'AbstractSearchDialog': Confusing name,critical
157985,1158736823,Add 'Hide toolbar' action to context menu,critical
158144,1158827010,[misc] Enhancements for the rulerColumns extension point description,trivial
157708,1158596451,Eclipse & SWT/Cairo on Linux Romanian causes JVM segfault,blocker
141217,1147312906,'Help' key cannot be bound to a command other than Dynamic Help,major
159170,1159445932,Widget is disposed exception in CCombo,critical
159120,1159781255,[KeyBindings] missing keyboard shortcut for Window...Show View...Problems menu item,minor
159480,1159790962,Empty folders missing when a project is checked out.,major
160767,1160671088,General XML files not openable by ant editor,major
161263,1161077504,Broken fast view bars,major
161498,1161197473,[DataBinding],major
160969,1161590990,[Help] Exception occurred while adding document xxx.xhtml to index.,major
162373,1161918707,Screen cheese when resizing Table or Tree column (show contents while dragging disabled),minor
163078,1162373051,Synchronize view commits/updates wrong resource,major
163455,1162890708,[Workbench] Widget closed too early error when closing my workspace.,major
161701,1161313986,IDE randomly hangs (100% processor usage),major
163950,1163060110,sporadic hang upon showing the 'Run as...' submenu (context menu),critical
132093,1142466437,[Tabbed Properties] Tab selection sometimes flickers,major
165032,1163773763,"Versioning error in M builds, in debug.core",blocker
165227,1164037745,com.sun.tools.javac.Main is not on the classpath,critical
165431,1164169711,Delay when opening compare from Sync view and same editor opened n-times,critical
165763,1164347328,AFE when opening compare editor,major
166236,1164803478,[Viewers] ViewerColumn needs a dispose method,critical
166481,1164959704,SWTError : No more handles when a open lot of screens (26 differents screens),major
164611,1163563600,Editors end up in starvation on openSUSE 10.2,major
167656,1165921699,Text widget has inconsistent font sizes on the mac,major
168093,1166096196,[CheatSheet] Not advancing to next step after performing action,major
168525,1166506273,Loading Debug Core plug-in causes ClassNotFoundException,major
160939,1166528992,[Webapp] Web page for index is read from server too early,major
169255,1167819279,[preferences] export and then import is not correct,major
169587,1167920255,WorkbenchControlAnimator - Error messages in Wizard may never display,major
140697,1168004373,[Viewers] selection not preserved when setting has children,major
169458,1167826097,New status handling shows wrong severity icons,major
158385,1158934971,[Viewers] TreeViewerColumnTest#bulkExpand hangs on Vista,major
170184,1168487073,Saveble life-cycle is very confusing,major
170161,1168513108,[Themes] Font Preview is not visible in HighContrast mode,minor
170095,1168425188,Eclipse fails to load,major
170068,1168403025,Debugger hangs ... BUG?,blocker
171201,1169439980,NPE in TextConsoleViewer.handleDispose,major
170856,1169065345,"""Graphic is disposed"" using I20070116-1510",blocker
171586,1169644543,Progress problem in group,major
171599,1169650033,Graphic is disposed error,critical
172020,1170062710,[Trim] NPE on startup for contributed trim,major
150805,1153122914,Missing checked state notification in CheckboxTreeViewer,major
148212,1150962367,Quick fix dialog layout problems,trivial
172148,1170135971,Type hierarchy filtering is delayed,major
172148,1170206500,[Decorators] All UIs that use decorators are sluggish,critical
172715,1170428474,Test failure from HEAD in AcceleratorScopesExtensionDynamicTest,major
172757,1170483454,popups close on resize,major
171638,1169697034,"Shifted initial text in ""Open Resource"" dialog",minor
172912,1170685653,Unable to launch eclipse on win32,critical
173016,1170739228,Invalid thread access when starting 3.3M5 with 312 workspace in NavigationHistory,major
173290,1170844707,[hovering] Text hover is not shown for the first word in text (org.eclipse.jface.text.DefaultTextHover.findWord()),minor
173440,1170922064,Snippet89 doesn't work for me with I20070208-0010,major
173442,1170922271,SWTException: Invalid thread access when launching workspace with >1 window,critical
173657,1171014432,Nullpointer Exception in WorkbenchMenuService,critical
173538,1170948666,NullPointer trying to open java or txt file,blocker
166622,1165157683,search text feature not working at all,blocker
174021,1171362404,Evaluations must contain either an expression or block of  well-formed statements,critical
173678,1171389897,[StatusHandling] Workbench ILogDialog swallows dialog title if StatusManager is installed,major
174378,1171554896,[views] [menus] activating the view menu does not activate the view,critical
174642,1171879891,"JVM terminated. Exit code=127 (openSUSE 10.2, Java 6, Linux x86_64)",blocker
174803,1171968042,backreference syntax documented incorrectly,major
174804,1171968240,3.2.2: Debugger hangs on Mac OS X,major
175862,1172660077,Selecting text in editor broken,blocker
149830,1173418250,asyncExec is poorly documented,minor
176698,1173677743,[content assist] ContentAssistant being triggered on wrong option,minor
171522,1173871607,"When ""@Ctrl+Break"" was appended into lable of menu, Workbench can not startup",critical
177303,1173956745,[launching] ContextLaunchingResourceManager slows down structured selection changes and,major
177559,1173951306,FindRepaceAction blocks Replace.,blocker
178205,1174364676,Table control: First Column is indent,critical
178304,1174389248,Weird line in CTabFolder with no SWT.BORDER,major
163421,1162579172,NPE when installing a signed feature that contains signed included features,major
178600,1174478171,"SWT reproducably messes up my display, buffer overflow?",major
137800,1145534122,Turning on logical structure causes wrong things to be expanded,major
179823,1175087768,MessageDialog.openError(...) api ignores the title string...,major
179980,1175152490,visibleWhen does not work properly for multiple workbench windows,major
177765,1174039085,Toolbar mouse enter and mouse exit event are being eaten in linux,major
180376,1175414874,Eclipse/SWT crashes the JVM,blocker
169290,1167518402,[browser] Different behavor of opening a PDF file when setting URL and clicking the URL,minor
180821,1175618103,Workbench won't start due to ArrayIndexOutOfBoundsException,blocker
180821,1175682825,Eclipse won't start due to error in System.Windows.FontStretch.FromOpenTypeStretch,critical
181150,1175740414,min/max workflow feature,critical
181150,1175758622,[FastView] min/max workflow feature,major
144749,1149081003,TVT3.2:TCT811: HUN:MANCON - No space for second line,major
181725,1176174523,".eclipseproduct still says ""3.2.0""",major
169291,1167519003,[DnD] Combo: Incorrect DragStart when mouse hover still inside combo region,minor
182175,1176375794,Incorrenct tagnet name used by AssembleScriptGenerator.java,major
182267,1176474788,"""Add Date..."" button shouldn't be visible in merge wizard",minor
182447,1176614974,[JFace] Update in TableViewer does not effected,critical
182390,1176688445,[rulers] Duplicate mnemonic on annotate's Show Author,trivial
182525,1176696457,[EditorMgmt] FileEditorInput.getStorage() API change,major
182748,1176796759,StyledText cheese when redrawing selection in FULL_SELECTION mode,major
183090,1176917588,CTabFolder throws IAE called from PaneFolder,critical
183156,1176957801,Navigate > Next (Ctrl+.) does not work any more in PageBookViews,major
183283,1176994522,Exporting product not produces Exception,major
183333,1177035911,ILaunchConfigurationTabGroup API contract is broken in 3.3,blocker
181220,1175764540,Variable text font does not update correctly when columns turned on/off,trivial
174931,1172030885,Eclipse not starting up due to SWT Error.,blocker
182916,1176870237,Cannot create new builder -- configuration window does not appear,blocker
184089,1177506032,CVS Repositories view opens remote files with registered editor,critical
184266,1177589149,[Manifest][Editors] Tree on Extensions page initially scrolled to the right,minor
184732,1177928868,Re-enable old keys preferences page until new version has stabilized,major
185181,1178105012,[CommonNavigator] NPE from Customize View of Project Explorer,major
185393,1178189931,Crash on Startup with I20070503-0842: SWTError Item not added,critical
173049,1170747944,"multiple stacked ""Internal error"" dialogs after OutOfMemoryError",major
166170,1178528183,[Wizards] File->New->Project (Select a wizard),major
185932,1178629910,[Themes] Colors and Fonts preference page: tree initially scrolled to the right if folders expanded,minor
186025,1178794363,[Viewers] Virtual Manager should be cleared when Viewer is disposed,major
186139,1179119864,[navigation] odd scrolling in quick views,minor
186782,1179146392,"[DetachedView] Detached window problem, views are forgotten upon restart",major
186823,1179146822,[Wizards] New Project Wizard has colliding mnemonics,minor
187043,1179224181,TVT33:TCT179: ja: mnemonic displayed in the hover text (linux only),major
187033,1179222221,Concurrent modification exception in LaunchManager,blocker
187264,1179303271,[DataBinding] IConverter should be marked as not directly implementable by clients,blocker
187382,1179325138,"TVT33:TCT257: es - TEMPLATE DEFAULT VALUES - REMOVE title truncated, windows size is too small, cannot resize",minor
188309,1179818771,Signature verification error on Linux x86_64,blocker
188808,1179955373,Workbench Preferences dialog shown empty page contents.,major
189166,1180086574,Cut Workbench menus with missing entries,blocker
182029,1176304072,Vista won't unzip 3.2.2 release,major
174663,1171887274,[CheatSheet] Update SDK cheat sheets to add translation hints,trivial
190056,1180538366,[WorkbenchParts] Memory is leaked when opening a saveable part in new window,major
191046,1181038922,[Min/Max] View does not open 2nd time when editor max'd,major
191233,1181111515,API constant value changed: FormColors.TB_GBG,critical
190626,1180735701,TVT33:TCT436: IW: Fingerprint filed is RTL and garbled,minor
191342,1181190872,Checkout operations can add null elements to working set,major
191413,1181164348,Control's tooltip displays abnormally on linux platform.,critical
178527,1174463087,Eclipse fails to start on 64bit Linux box,blocker
159007,1159357143,No response whatsoever for any input dialog,blocker
192150,1181632857,[preferences] Spelling page documentation needs to be updated,trivial
192197,1181635467,Command Handler not getting set properly when switch from new workbench window,blocker
185732,1178512427,"test framework launches eclipse.exe, which brings up an ""Exit 1"" Dialog if one tests fails",critical
191147,1181071053,[CommonNavigator] Problem with selection causes view to fail to load,major
192948,1181909738,[Contributions] IElementUpdater updates wrong items for dynamic contributions,major
190859,1180958808,Eclipse fails to start after it was killed,major
192982,1181914579,Cannot Launch Eclipse Application from Run Menu,blocker
187208,1179283311,progress monitor's canceled status is being changed in ModalContext.run,critical
193778,1182421347,Openning the Problems view on debug perspective halts eclipse,critical
144331,1148920116,import existing projects (3.1) does not work,major
195085,1183337062,Eclipse hang on opening any editor  (org.eclipse.swt.internal.gtk.OS._gtk_enumerate_printers),blocker
195149,1183369614,[find/replace] Find/Replace dialog beeps too much when typing in incremental mode,minor
172740,1170440881,Can't move sash in preferences dialog on Mac OS X,major
195152,1183369632,NPE when opening Keys preference page,critical
195883,1183986539,Detail Formatters Error,critical
196231,1184165244,[History View] Menu entries for viewers unchecked while viewers are visible,minor
154839,1156307145,Add To > ...: change set menu items are unordered,minor
195416,1185245597,[spell checking] spelling removes all other annotations,major
197015,1185332846,Breaking API change in IRUII,major
198049,1185765032,[misc] Clarify which image is used for the editor tab,trivial
198768,1186096488,Adding an Icon to the Status Bar in extreme Left,blocker
178100,1174306919,Spinner.getSelection does not return correct value within Modify listener,major
196859,1184675155,Console and Debug views get disabled,major
195632,1183691493,[fix included] Constructor Menu(MenItem item) does not associate the created submenu with 'item',trivial
200442,1187380163,program and vm arguments not useable,critical
200182,1187853628,[WorkbenchLauncher] Eclipse locks on AIX,blocker
201716,1188447467,Incremental find no longer works,major
201986,1188657456,JVM terminated during start.,blocker
198981,1186412636,ppc/motif Xdefaults not honored on version 3.3,critical
176703,1173336428,URIUtils.toURI fails to translate relative IPath with spaces,major
203028,1189563618,[implementation] TemplatePreferencePage does compareToIgnoreCase,trivial
203164,1189614536,CTRL+D continues to delete non-visible lines when in projection mode,critical
203806,1190115909,[Markers] Stackoverflow while playing with new Markers view,major
198283,1185791359,Assert.isTrue(activePartReference != ref) hit although no actrive editor open,critical
203803,1190106319,[Markers] Scrolling large (>1000) number of entries looks sluggish/delayed,major
204559,1191554797,[rulers] vertical ruler not update on 'Restore Defaults',minor
205700,1191813923,IllegalArgumentException occurs when adding elements to TreeViewer,major
205882,1191950380,[CVS UI] Renaming a file in a branch causes deletion of the file in other branches,major
206278,1194418857,progress view can't see the stop button when task name is too long,major
206645,1192616143,Problem view seems to be broken when trying to double-click on a marker and the editor is open,critical
206179,1192191478,RCP: null pointer referenced is not caught when adding an action/item to menu in org.eclipse.jface.action.ContributionManager,major
206178,1192191205,RCP: null pointer referenced is not caught when registering an action ActionBarAdvisor,major
207164,1193125682,NPE while generating 3.3 performance results,blocker
206633,1192610540,Whitespace characters not drawn when scrolling to right slowly,minor
207551,1193365654,Performance results pages does not contain any when generating using local data files,major
208020,1193739416,Dead lock while enabling 'Spell Checking' in my workspace,major
208064,1193749309,"• When debugging commit validation suite using this command (""ant -f nb/ide/build.xml -Dxtest.attribs=validation -Dxtest.debug.port=8765”), it will stop because of timeout.",major
208298,1193885019,[rulers] Quick Fix should not be started when I click on line number / change ruler,minor
207557,1193367502,Can not do Unit Tests with PPC distribtion,blocker
208994,1194410015,Leave old Problems view as default until known problems are fixed,blocker
208989,1194407331,Switching from Task to Problems freezes my machine for several seconds,critical
208993,1194409413,Filtering does not work at all,critical
208993,1194448839,[Markers] Filtering count does not match number of entries,major
209428,1194919641,/usr/lib/gecko: No such file or directory,major
207580,1193387626,unable to see any projects in project explorer until you right-click or do something,major
138683,1146051875,Preferences -> Keys gives no indication that a key sequence is a prefix of an existing key sequence,minor
210424,1195578320,[Trim] (Regression) Minimize view fails to expand adjacent views in its place,major
211130,1196177560,Marker#checkInfo need to include a stack trace,major
211840,1196730624,NPE in AdapterManager.getAdapter(),critical
211840,1247667653,Check for null arguments in AdapterManager.getAdapter(),minor
204691,1190795213,"Debug view shows only empty stack frames, Find action blocks",critical
212261,1197195675,[javadoc] Javadoc warnings in N20071207-0010,trivial
212390,1197267033,System properties does no longer work in Launch Configurations,blocker
212728,1197436008,New Tasks view does not allow to mark a task as completed,major
212456,1197298659,Eclipse unable to debug with more than ~50 jars in java build path libraries,blocker
212928,1197556357,Local variables don't appear in variables view,major
213143,1197852514,Pount Sign not printed correctly,critical
213299,1197964099,[hovering] Text Hover does not vanish after having used Ctrl key,major
213292,1197953845,Null pointer exception while editing text file,trivial
214662,1199800500,Escape sequence displayed in search dialog while displaying search text.,trivial
215791,1200641947,IllegalThreadAccess using I20080115-1740,critical
215835,1200655381,Linux/GTK: Fixed X.org bug seems to make Eclipse and other SWT apps crash at start,major
216146,1200993741,Lightweight Decorator Manager causes memory leaks,blocker
216367,1201159723,[Contributions] ConcurrentModificationException in workbench menu service,major
216593,1201254459,[browser] unavailable Safari events crash Eclipse,critical
216827,1201534690,Common navigator implements extension visiblity filtering inefficiently,major
216943,1201609893,"Eclipse Quick Fixes, has the details message no Accessibile",critical
217248,1201761530,selecting multiple entries from Problems view doesn't give summary information any more,major
195637,1183693547,Unhandled event loop exception,minor
217422,1201843542,Can no longer open new perspective,major
217766,1202198051,[navigation] hyperlink decoration is not erased when mouse is moved out of Text widget,minor
218076,1202348959,[hovering] NPE in BrowserInformationControl,major
218248,1202394816,"User operation is waitng for ""Building workspace"" to complete",blocker
218981,1202987384,Mispelling in org.eclipse.ui.menus extension point's schema,trivial
217657,1202105651,[hovering] Hover + F2 with disabled rich hovers moves a bit down,minor
218989,1203422910,[Viewers] CustomHashtable NPEs on change set removal in 3.4M5,major
219606,1203500047,unable to start workspace using I20080219-1124,blocker
220841,1204216623,ClassCastException when platform cast from ResourceSorter to ResourceComparator. 3.2 to 3.3 upward compatability issue.,major
221596,1204731822,Ganymede UI refresh a lot slower than Europa,minor
221803,1205239617,"[IDE] ""Build Project"" action always enabled",minor
220662,1204124021,Problems view hides new problem types,major
222590,1205406608,[ActivityMgmt] StackOverflowException using activities 'enableWhen' expression,minor
222512,1205746896,[EditorMgmt] stack overflow opening Snippet editor,major
222281,1205240323,Events screwed up if asyncExec happens on focus lost / out,critical
223930,1206450857,ObervableSetContentProvider is broken,critical
207522,1193333862,MessageDialog does not return expected values on open(),major
224699,1206710379,Multiple Operations dialog width not contrained.,minor
224699,1206714430,[ErrorHandling] Multiple Operations dialog width not contrained.,major
224681,1206706298,jface: StackOverflow using Lazy TreeViewer content provider,major
225029,1206996595,Cant start Eclipse 3.4 M6: Unable to acquire application service,blocker
219918,1203644804,New Snippet Contribution: [StyledText Error in drag and drop],blocker
225265,1207100683,Cannot invoke a contextual menu from a perspective button.,blocker
145557,1149586359,Hierarchy view label needs a hover,minor
225439,1207151214,Team Project Set export wizard has conflicting mnemonics,minor
224941,1207208394,Esc deactivates parent shell if SWT.TOOL is used,major
224901,1206951304,ResourceResolver can't assume that getResourceURI returns local path,critical
225668,1207244505,'Confirm Disconnect from CVS' dialog has no mnemonic keys,minor
225441,1207298687,[Wizards] Team Project Set export wizard has an imbalanced layout,trivial
224682,1206706311,WorkbenchMenuService leaks editors after auto-closing,major
206619,1192606948,editor leaked when invoking action from visible action set via keybinding,major
226448,1207792110,[misc] Missing F1 help for 'Show Information' (F2),trivial
155520,1156826394,The window with SWT.NO_TRIM and Region has invalid dot in top right and left bottom corners,critical
207397,1193270152,update model automated test cases failed.,critical
201441,1188295539,Undoing a deleted project with UTF-8 charset encoding raise an message error,critical
227325,1208333304,[DND] Drag through PE whitespace loses selection,major
223064,1205821125,Ant build File Not opened in the Ant Editor when use the Open File menu,blocker
227560,1208421278,Copy / paste to MS word keeps selection background after paste,major
203259,1189667807,Widget is disposed from ColumnViewer.getViewerColumn,critical
227534,1208504612,[misc] Annotations not painted at document end,minor
226809,1207995181,[ActivityMgmt] Forbid to add activities to the enabled list which are originally disabled,critical
226162,1207655520,Linux: Select and element then drag / drop another drops the first selected element,critical
227542,1208741692,[misc] Translation Clarification - org.eclipse.ui.editors,trivial
228036,1208770207,setGlobalActionHandler doesn't work for SaveAll,critical
228786,1209053964,Unable to invoke contributed popup menu items - exception in log,major
229003,1209228323,Variable display in debug does not escape newlines in char variables,major
225676,1207248523,"Transformation of JUnit test results into HTML fails because ""library.xml"" assumes that the plugin ""org.eclipse.test"" is in a workspace",critical
202291,1188987168,Remote Java Application Debug  fails for JDK 1.5,critical
230360,1210047587,FontRegistry#calculateDefaultFont will always fail if called from non-ui Thread,critical
231264,1210301696,Import existing projects hides projects,critical
231264,1210323569,[Import/Export] Import existing projects hides projects,major
231352,1210336309,VM crash loading proxy settings from OS,major
231790,1210661564,NPE when opening Run Configuration Dialog on linux/gtk,critical
231638,1210597049,Can't drag and drop into Project Explorer,blocker
232426,1210869096,OutOfMemoryError during Project Refresh due to cyclic symbolic links,major
232199,1210781817,TVT34:TCT256: TVT FR - Incorrect wrapping,minor
232533,1210933061,TVT34:TCT310: ELL - Truncated button in Content preferences,minor
