id,timestamp,description,severity
444353,1215585084,when sending a POP3 email Thunderbird freezes for about 30 seconds and other applications slow down,major
457815,1222722248,"ALL Message Filters disappear from the Message Filters window but keep working, eventually reappear as good as new, and the process repeats.",major
459249,1223540003,imap undo redo delete seems to lose some data,critical
324485,1138049568,Mails on second account are deleted or emptied,major
459465,1223661077,I have lost all of my emails and the program wont start at all; I tried to re download the program and it says there is an error again.,critical
459784,1223921306,Error: uncaught exception: 2147500034,major
459612,1223824481,Options > Advance tab throws Tabbox.js errors in console,major
460141,1224077254,crash reading the attached email message,major
460141,1224105567,crash in [@ nsDependentCString::nsDependentCString] reading the attached email message,critical
460484,1224234037,Spam email with euro symbol crashes shredder,blocker
327854,1140355877,Thunderbird fails at saving as draft a message moved to another account tried to be transfered,critical
463795,1226117747,Sending of password not succeeded even after using the correct password,major
460464,1224226661,Some messages don't display in quick preview; attempting to open them in a new window results in periodic status bar messages of 'Synchronizing messages in (null) for (null)...',critical
465011,1226735290,group by sort in saved search (virtual folder) confused on imap and crash on expand/collapse group [@ memmove - nsTArray_base::ShiftData],critical
420300,1204265041,Compact or Search folders hangs when there are more folders than the OS's MAXFILES,major
465601,1227071797,'Restart Shredder' fails after update notice due to shutdown problem,major
465931,1227155540,Crash when marking mail as SPAM,critical
468798,1228869471,Apple address book based completion on selecting first address in record,major
468786,1228864281,"Messages, sent from one of my accounts never reaches recepients, even though marked as ""sent"" in thunderbird",critical
467529,1228190649,bad view in tabs after drag and drop,minor
469506,1229185422,"Thunderbird will not start, says its already running",major
466311,1227342789,Accounts and folders missing after installs of Thunderbird 3,critical
456168,1221863167,Headers take up too much space in new arrangement,minor
471335,1230449640,E/Mail addresses are automaticly being deleted,major
471608,1230661646,Undocumented keyboard shortcuts for delete word in Message Composer/Editor,minor
458232,1222933934,FLASE|New mail alert,trivial
458232,1230702336,False New mail alert,minor
471405,1230529324,"In bound emails from readnotify go into ""SENT"" box ???",minor
463432,1225958982,version of email sent does not agree with version in sent box,critical
463031,1225773811,ENCRYPTED MESSAGES NOT MARKED AS ENCRYPTED; Reply not automatically encrypted,critical
471876,1230882148,"msg disp. (airline e-ticket) either total blank, or 100% text incl graphics",critical
364695,1166744022,IMAP 'fetch 1:*' for many folders at once overloads IMAP server,critical
410597,1199306818,"""Disk Space"" account settings ambiguous for imap accounts",trivial
331211,1142926216,Misleading cursor (hourglass/Busy) displays during IMAP processes,trivial
473907,1232062805,Crash when selecting NNTP group,critical
430438,1208914423,"program crashed wanted new account set up, cant attach old profile/s from previous crashes",major
447750,1232442559,Irregular random messages list clearing from thread pane (related with periodic TB crashes?),minor
439168,1232604976,"right click on e-mail, select 'delete' doesn't delete.  delete key works",minor
405567,1196104376,"Emails get combined. Even though seperate subject and senders, main text is only from one",critical
474850,1232626464,Can't connect to IMAP accounts,major
423640,1205815601,Spell checker works and does not work randomly,major
476000,1233226550,CRASH attempting to right-click specific selected text,major
476426,1233535070,"Shredder needs ""NO"" option for initial ""Default Client"" nag",major
477480,1234076363,Messages received in Hotmail account show ??? instead of the Romanian diacritics,critical
478589,1234623592,problem to log with hotmail account,critical
473168,1231746043,Move Again context menu item doesn't show destination,minor
479773,1235364824,Threading (not for messages) Broken?,critical
479773,1235439533,Poor response after wake from sleep state - threading (not for messages) Broken?,major
479925,1235416995,When creating a Filter Rules and receiving an auto response to a Nextel phone - No Message in the body.,critical
477422,1236428623,hang during write a mail - enigmail,major
480534,1235710544,Unread Folder view not updated,major
442702,1214813431,"install of TB20014 fails with ""invalid opcode"" error message",critical
395388,1189148624,It must not be possible to close the 3-pane-window-tab,major
395388,1235998833,"3-pane-window-tab shouldn't appear to be closible, since it's not",minor
439092,1213346472,"text message body missing in window, visible in forward message window",minor
413835,1201153974,Messages not downloading,critical
413835,1236057346,Messages not downloading from pop account,major
480832,1235899045,Insert Image no longer works in 2.0 or 3.0b2,critical
480643,1235742373,"OO CALC xml attachment crashes Thunderbird, error reporting hangs Windows",critical
485207,1237974343,Pop3 connection failed after update to 2.0.0.21,critical
486128,1238481301,easy way to open thunderbird without password,critical
473896,1232050452,"""Not Downloaded"" header-only messages do not download",critical
360539,1163380387,losted trafic?!,critical
429456,1208384067,Crash opening encrypted message when password is required,major
489174,1241344740,Thunderbird close/crash unexpectedly after attaching files.,critical
483861,1237294306,"""Move To X Again..."" moves to a non-existent folder if folder has been deleted.",minor
475271,1232881098,Synchronize id for View menu between Thunderbird and Firefox,trivial
492062,1241771711,Thunderbird starts spontaneously while using Firefox 3.0.10,critical
485398,1238069044,Thunderbird incorrectly detects unresponsive script when launching native modal dialog,critical
477371,1233964414,thunderbird second invocation (remote or mailto) closes all existing windows,major
477371,1241933962,[1.8 branch only] seg fault on second invocation [64bit],critical
492267,1241935217,Automatic backups of drafts not deleted,minor
335125,1242220347,"can't manually move to sent and compose copy to sent fails - message ""The message could not be moved or copied to folder 'Sent' because writing to folder failed.""",major
494223,1242896626,Major Memory Leak on MacOSX,critical
483377,1237001697,"Tbird shows count of all messages in all folders, as opposed to number of new messages",major
494347,1242938953,Whole email not displayed,major
494669,1243134471,Missing messages when moving them to another folder,critical
495017,1243364967,Multiple Tags get erased on message move,major
494625,1243084543,"drag n drop from ""Search Messages"" of Inbox IMAP server to local Network Folder.",major
494625,1243376851,"drag n drop from ""Search Messages"" of Inbox IMAP server to local Network Folder corrupts folder - From and X-Mozilla-Status message header lines out of order",critical
459265,1243608612,Thunderbird.exe in Task Manager Processes after closing application (with Lightning 0.9) - hangs during shutdown,critical
496248,1244046482,Themes cannot override Lucida Grande inside multimessageview.css,minor
493810,1244276367,Thunder will not start 100% of the time x64,critical
490329,1244533516,Cycle arrow buttons/icon in folderpane header are too small,minor
372507,1172919576,No Way To Create New Window After Closing All Of Them,major
498387,1245052391,Crash while loading email,major
498960,1245230743,"Deleted message reappears in INBOX, not copied to Deleted Messages.",major
499000,1245240896,Thunderbird picks one name from the autocomplete list from the address book but sends the email using another one.,critical
499238,1245339667,"Todays Shredder update broke View/Sort By, can't view any folder messages",critical
498473,1245069916,Opening an email loads the wrong email,critical
479054,1234940627,Copy/paste error when creating a list of emails,critical
440310,1213830903,unable to use wave file for new email message arrival,critical
500994,1246172255,Regression - Error creating a message compose window,major
498286,1246325359,"""From"" column in no longer available for Sent folder and some Inboxes",blocker
394008,1188283452,Dragging multiple messages loses selection display when new mail arrives,trivial
417773,1203070314,Wrong Address Book Icon,trivial
502464,1246777077,Hang on drag an open attachment,critical
502629,1246864571,Moving messages from virtual folder spanning accounts loses messages,critical
445047,1215949704,current IMAP folder initially not displayed properly in window title bar,trivial
498292,1245021063,automatic unwanted/unexpected creation of folders,trivial
503161,1247050719,The same as written in Bug 491727,critical
503030,1247006888,"Open ""Our Contributors"" or ""Your Rights"" open a new istance of TB",minor
497338,1244606464,"view shows as 0, expected All",minor
497338,1248577530,"view shows as 0, expected Unread",major
473756,1231993258,Pressing the Junk button doesn't always mark all the selected messages,major
509704,1249968142,tab visualization problem when opening e-mail in new tab,critical
508800,1249537676,"The ""Mozilla Thunderbird"" has a ""bug"" when trying to sync IMAP without a ""NTP Server"" updated...",critical
499412,1250523710,"Fix flashing of ""(more)"" and other message header artifacts of switching folders w/remember last message",minor
418832,1203575260,Greek Attachments not displayed correctly,critical
513055,1251368512,Email viewing/Handling is extremely slow.  Access to attachments is extremely slow.,critical
495255,1243495340,"reply/forward buttons obscure ""From"" address in ""vertical view"" layout",trivial
515729,1252578988,Message Header View needs vertical space saving Digital Signing indicator,blocker
515803,1252643060,"[faceted search] Entering a search term opens multiple results tabs on clicking ""Messages mentioning..."" pop-up",major
515631,1252563015,New emails not shown as bold folder name in folder pane,major
516531,1252932332,Junk folder does not get an icon when setting up an IMAP account,trivial
515843,1252600546,New e-mail notification only notifies about messages in the last active Inbox when using more than one account,major
517240,1253174220,Opening message from search results clears thread / message panes until restart,critical
517085,1253109478,each subsaquent email I open copies the message of the first email opened....,critical
416221,1253686785,message count when moving mail no longer showing in status bar,minor
518303,1253663609,Crash [@ js_FinalizeObject] with Thunderbird's gloda indexing,critical
518862,1253866706,Lost all the saved search folder after installing Beta. Going back to thunderbird 2 doesn't help.,major
517105,1253114139,front end opening very very very slow,critical
518186,1253617119,beta 4 is a mess!,major
413848,1201160519,"when dragging attachments to folders, files are overwritten without confirmation",major
413848,1254874569,"[MAC OS] Dragging attachments into folders overwrites existing files with same name without confirmation (Drag-and-drop, overwritten, no warning)",critical
521012,1254900580,Dragging and dropping to save multiple attachments only saves one,minor
521442,1255077727,"program freezes when trying to delete an email, ctrl-alt-del will not close and no way to shut down program or computer.",critical
337964,1147645074,The Master Password dialog does not appear when changing account during message composing,major
521577,1255164928,crash if I open letter with big CSV-attachment,major
517200,1256111827,"[faceted search] Can't remove quick filter after switching from an active traditional Quicksearch filter to ""Search all messages"" (can cause blank message list although no filter set)",major
510223,1250146510,Search fails to locate messages - Folder indexing issue,major
503513,1256295835,Exception error is generated when a mail is filtered in a virtual folder - //messenger/content/folderWidgets.xml,minor
523109,1256669795,"""thunderbird.exe has encountered a problem and needs to close."" crash on startup",critical
503962,1247488220,After a couple of days thunderbird consumes all available virtual memory ~ 2GB,minor
525155,1256754098,"Thunderbird windows cycle rapidly when many windows are open, due to bad interaction with Vista's desktop window manager",critical
525155,1256965619,"Thunderbird windows cycle rapidly when many windows are open, due to bad interaction with Vista's desktop window manager dwm.exe",major
448465,1217345512,TB replies on gmail.com messages not to sender,critical
525728,1257045199,Complete accounts appear in the Junk Smart Folder,major
512243,1257439503,"crashing when disk C: full/out of space with error message: ""Instruction at 0x0054ff01, referencing memory at 0x00000000....""",critical
466130,1227228339,Thunderbird hands when network share no longer available,minor
466130,1257502892,Thunderbird hang when network share no longer available,critical
527409,1257724357,thunderbird crashes with saving draft e-mail [@nsRefPtr<nsXPCFastLoadIO>::assign_assuming_AddRef(nsXPCFastLoadIO*) ],critical
526476,1257311495,I lost a part of my email from a certain date,major
528245,1258019190,Drag'n'Drop (Drag&Drop) for messages stopped working,major
527324,1257661905,"[account autoconfig]When I create a new account tb stay in ""checking password..."" indefinitely",major
512147,1258261476,"Problems with short key ""Ctrl+Shift+T"" and ""check all messages"" and TB hangs on shutdown",critical
499405,1245421103,"thunderbird version 2.0.0.21 (20090302) abneds when ""save as file"" selected",major
497532,1258286761,"freeze on incoming mail with ""notify sender"" flag set",critical
509128,1249650827,Compacting folders makes compose and read windows lose functionality (hang/freeze),minor
